LocNombre,Walk_Base
BOSA,0.54461
BOSA,0.51389
BOSA,0.57914
BOSA,0.52573
BOSA,0.4643
BOSA,0.3533
BOSA,0.36722
BOSA,0.51556
BOSA,0.30606
BOSA,0.45485
BOSA,0.34227
BOSA,0.34408
BOSA,0.58111
BOSA,0.45883
BOSA,0.37809
BOSA,0.32246
BOSA,0.45324
BOSA,0.40611
BOSA,0.4663
BOSA,0.46742
BOSA,0.40528
BOSA,0.46137
BOSA,0.37419
BOSA,0.44994
BOSA,0.46458
BOSA,0.51933
BOSA,0.45916
BOSA,0.68087
BOSA,0.56767
BOSA,0.56783
BOSA,0.56576
BOSA,0.61776
BOSA,0.58908
BOSA,0.55137
BOSA,0.42125
BOSA,0.41476
BOSA,0.38313
BOSA,0.48751
BOSA,0.37811
BOSA,0.37811
BOSA,0.45771
BOSA,0.53229
BOSA,0.56429
BOSA,0.64779
BOSA,0.56716
BOSA,0.58716
BOSA,0.64571
BOSA,0.39958
BOSA,0.33319
BOSA,0.29434
BOSA,0.47415
BOSA,0.41857
BOSA,0.38086
BOSA,0.588
BOSA,0.40323
BOSA,0.38833
BOSA,0.45681
BOSA,0.37617
BOSA,0.38688
BOSA,0.45431
BOSA,0.48329
BOSA,0.46139
BOSA,0.54089
BOSA,0.57066
BOSA,0.6246
BOSA,0.54089
BOSA,0.42304
BOSA,0.32251
BOSA,0.32217
BOSA,0.57146
BOSA,0.52856
BOSA,0.57779
BOSA,0.62915
BOSA,0.59082
BOSA,0.4827
BOSA,0.40071
BOSA,0.3232
BOSA,0.32634
BOSA,0.3253
BOSA,0.35054
BOSA,0.3561
BOSA,0.34173
BOSA,0.37854
BOSA,0.31804
BOSA,0.3976
BOSA,0.39798
BOSA,0.39798
BOSA,0.45763
BOSA,0.35417
BOSA,0.40839
BOSA,0.50978
BOSA,0.42449
BOSA,0.32034
BOSA,0.41385
BOSA,0.53058
BOSA,0.52981
BOSA,0.43891
BOSA,0.3701
BOSA,0.47318
BOSA,0.44113
BOSA,0.50119
BOSA,0.44323
BOSA,0.45413
BOSA,0.38774
BOSA,0.52069
BOSA,0.52069
BOSA,0.52069
BOSA,0.52069
BOSA,0.52069
BOSA,0.52069
BOSA,0.52069
BOSA,0.52069
BOSA,0.52069
BOSA,0.52069
BOSA,0.52069
BOSA,0.58708
BOSA,0.49199
BOSA,0.49987
BOSA,0.49167
BOSA,0.64505
BOSA,0.59144
BOSA,0.50059
BOSA,0.35481
BOSA,0.43348
BOSA,0.54775
BOSA,0.48104
BOSA,0.45694
BOSA,0.4247
BOSA,0.54438
BOSA,0.39494
BOSA,0.40103
BOSA,0.40738
BOSA,0.38722
BOSA,0.38632
BOSA,0.42066
BOSA,0.46124
BOSA,0.45997
BOSA,0.52168
BOSA,0.64536
BOSA,0.57936
BOSA,0.38517
BOSA,0.42591
BOSA,0.42591
BOSA,0.42591
BOSA,0.42591
BOSA,0.39912
BOSA,0.32759
BOSA,0.3486
BOSA,0.32555
BOSA,0.40482
BOSA,0.41391
BOSA,0.34559
BOSA,0.41163
BOSA,0.3996
BOSA,0.30557
BOSA,0.32545
BOSA,0.45138
BOSA,0.41371
BOSA,0.41511
BOSA,0.48329
BOSA,0.45133
BOSA,0.39774
BOSA,0.48265
BOSA,0.55963
BOSA,0.53642
BOSA,0.5361
BOSA,0.50414
BOSA,0.59176
BOSA,0.59176
BOSA,0.48863
BOSA,0.60297
BOSA,0.58221
BOSA,0.51361
BOSA,0.51253
BOSA,0.65205
BOSA,0.5518
BOSA,0.50059
BOSA,0.58176
BOSA,0.40569
BOSA,0.4827
BOSA,0.40176
BOSA,0.538
BOSA,0.40939
BOSA,0.50958
BOSA,0.35176
BOSA,0.37912
BOSA,0.39433
BOSA,0.38663
BOSA,0.38129
BOSA,0.4721
BOSA,0.46422
BOSA,0.4721
BOSA,0.4721
BOSA,0.40571
BOSA,0.31691
BOSA,0.34433
BOSA,0.34714
BOSA,0.46681
BOSA,0.46515
BOSA,0.51122
BOSA,0.47521
BOSA,0.52981
BOSA,0.53367
BOSA,0.45572
BOSA,0.49943
BOSA,0.50726
BOSA,0.49925
BOSA,0.38018
BOSA,0.47688
BOSA,0.45969
BOSA,0.3325
BOSA,0.34028
BOSA,0.4331
BOSA,0.34523
BOSA,0.43134
BOSA,0.5341
BOSA,0.49148
BOSA,0.44134
BOSA,0.44134
BOSA,0.38822
BOSA,0.34385
BOSA,0.39621
BOSA,0.46717
BOSA,0.41499
BOSA,0.4216
BOSA,0.40339
BOSA,0.33136
BOSA,0.33136
BOSA,0.33136
BOSA,0.39774
BOSA,0.46898
BOSA,0.34241
BOSA,0.32733
BOSA,0.32733
BOSA,0.32733
BOSA,0.3834
BOSA,0.42084
BOSA,0.54319
BOSA,0.437
BOSA,0.54411
BOSA,0.60626
BOSA,0.51611
BOSA,0.59357
BOSA,0.35329
BOSA,0.35236
BOSA,0.39252
BOSA,0.35236
BOSA,0.35236
BOSA,0.39534
BOSA,0.39534
BOSA,0.40561
BOSA,0.53766
BOSA,0.49767
BOSA,0.37975
BOSA,0.34837
BOSA,0.40404
BOSA,0.37936
BOSA,0.46838
BOSA,0.46764
BOSA,0.43853
BOSA,0.42318
BOSA,0.43395
BOSA,0.40864
BOSA,0.3547
BOSA,0.3547
BOSA,0.3547
BOSA,0.39711
BOSA,0.56068
BOSA,0.4388
BOSA,0.38267
BOSA,0.42809
BOSA,0.4139
BOSA,0.31598
BOSA,0.35295
BOSA,0.3961
BOSA,0.47786
BOSA,0.54071
BOSA,0.65644
BOSA,0.54136
BOSA,0.54193
BOSA,0.54193
BOSA,0.54149
BOSA,0.48692
BOSA,0.51972
BOSA,0.33758
BOSA,0.34225
BOSA,0.32714
BOSA,0.44729
BOSA,0.39762
BOSA,0.42646
BOSA,0.32273
BOSA,0.40533
BOSA,0.59755
BOSA,0.58218
BOSA,0.46788
BOSA,0.46788
BOSA,0.53524
BOSA,0.37652
BOSA,0.45897
BOSA,0.45773
BOSA,0.46026
BOSA,0.39793
BOSA,0.4515
BOSA,0.39788
BOSA,0.34193
BOSA,0.34198
BOSA,0.47189
BOSA,0.54346
BOSA,0.41663
BOSA,0.37289
BOSA,0.53363
BOSA,0.53692
BOSA,0.46952
BOSA,0.50838
BOSA,0.37673
BOSA,0.37673
BOSA,0.37673
BOSA,0.37673
BOSA,0.4381
